Agentúra,Dátum,Hodnota,Priemer,Strana,size
FOCUS,2021-01-18,,Republika,Republika,1
Polis,2021-01-18,,Republika,Republika,1
AKO,2021-01-18,,Republika,Republika,1
Actly,2021-01-18,,Republika,Republika,1
Median,2021-01-18,,Republika,Republika,1
IPSOS,2021-01-18,,Republika,Republika,1
NMS,2021-01-18,,Republika,Republika,1
voľby,2021-01-18,0.056544634894483914,SME Rodina,SME Rodina,1
FOCUS,2021-01-18,0.056544634894483914,SME Rodina,SME Rodina,1
Polis,2021-01-18,0.056544634894483914,SME Rodina,SME Rodina,1
AKO,2021-01-18,0.056544634894483914,SME Rodina,SME Rodina,1
Actly,2021-01-18,0.056544634894483914,SME Rodina,SME Rodina,1
Median,2021-01-18,0.056544634894483914,SME Rodina,SME Rodina,1
IPSOS,2021-01-18,0.056544634894483914,SME Rodina,SME Rodina,1
NMS,2021-01-18,0.056544634894483914,SME Rodina,SME Rodina,1
voľby,2021-01-18,0.08851145126400156,SMER-SD,SMER-SD,1
FOCUS,2021-01-18,0.08851145126400156,SMER-SD,SMER-SD,1
Polis,2021-01-18,0.08851145126400156,SMER-SD,SMER-SD,1
AKO,2021-01-18,0.08851145126400156,SMER-SD,SMER-SD,1
Actly,2021-01-18,0.08851145126400156,SMER-SD,SMER-SD,1
Median,2021-01-18,0.08851145126400156,SMER-SD,SMER-SD,1
IPSOS,2021-01-18,0.08851145126400156,SMER-SD,SMER-SD,1
NMS,2021-01-18,0.08851145126400156,SMER-SD,SMER-SD,1
voľby,2021-01-18,0.01919062387347871,SNS,SNS,1
FOCUS,2021-01-18,0.01919062387347871,SNS,SNS,1
Polis,2021-01-18,0.01919062387347871,SNS,SNS,1
AKO,2021-01-18,0.01919062387347871,SNS,SNS,1
Actly,2021-01-18,0.01919062387347871,SNS,SNS,1
Median,2021-01-18,0.01919062387347871,SNS,SNS,1
IPSOS,2021-01-18,0.01919062387347871,SNS,SNS,1
NMS,2021-01-18,0.01919062387347871,SNS,SNS,1
voľby,2021-01-18,0.13786880988928527,SaS,SaS,1
FOCUS,2021-01-18,0.13786880988928527,SaS,SaS,1
Polis,2021-01-18,0.13786880988928527,SaS,SaS,1
AKO,2021-01-18,0.13786880988928527,SaS,SaS,1
Actly,2021-01-18,0.13786880988928527,SaS,SaS,1
Median,2021-01-18,0.13786880988928527,SaS,SaS,1
IPSOS,2021-01-18,0.13786880988928527,SaS,SaS,1
NMS,2021-01-18,0.13786880988928527,SaS,SaS,1
voľby,2021-01-18,0.04606197018205557,Za ľudí,Za ľudí,1
FOCUS,2021-01-18,0.04606197018205557,Za ľudí,Za ľudí,1
Polis,2021-01-18,0.04606197018205557,Za ľudí,Za ľudí,1
AKO,2021-01-18,0.04606197018205557,Za ľudí,Za ľudí,1
Actly,2021-01-18,0.04606197018205557,Za ľudí,Za ľudí,1
Median,2021-01-18,0.04606197018205557,Za ľudí,Za ľudí,1
IPSOS,2021-01-18,0.04606197018205557,Za ľudí,Za ľudí,1
NMS,2021-01-18,0.04606197018205557,Za ľudí,Za ľudí,1
voľby,2021-02-04,0.03632534948060237,Aliancia,Aliancia,1
FOCUS,2021-02-04,0.03632534948060237,Aliancia,Aliancia,1
Polis,2021-02-04,0.03632534948060237,Aliancia,Aliancia,1
AKO,2021-02-04,0.03632534948060237,Aliancia,Aliancia,1
Actly,2021-02-04,0.03632534948060237,Aliancia,Aliancia,1
Median,2021-02-04,0.03632534948060237,Aliancia,Aliancia,1
IPSOS,2021-02-04,0.03632534948060237,Aliancia,Aliancia,1
NMS,2021-02-04,0.03632534948060237,Aliancia,Aliancia,1
voľby,2021-02-04,0.0069887299917756555,Demokrati,Demokrati,1
FOCUS,2021-02-04,0.0069887299917756555,Demokrati,Demokrati,1
Polis,2021-02-04,0.0069887299917756555,Demokrati,Demokrati,1
AKO,2021-02-04,0.0069887299917756555,Demokrati,Demokrati,1
Actly,2021-02-04,0.0069887299917756555,Demokrati,Demokrati,1
Median,2021-02-04,0.0069887299917756555,Demokrati,Demokrati,1
IPSOS,2021-02-04,0.0069887299917756555,Demokrati,Demokrati,1
NMS,2021-02-04,0.0069887299917756555,Demokrati,Demokrati,1
voľby,2021-02-04,0.2270672958271882,HLAS-SD,HLAS-SD,1
FOCUS,2021-02-04,0.2270672958271882,HLAS-SD,HLAS-SD,1
Polis,2021-02-04,0.2270672958271882,HLAS-SD,HLAS-SD,1
AKO,2021-02-04,0.2270672958271882,HLAS-SD,HLAS-SD,1
Actly,2021-02-04,0.2270672958271882,HLAS-SD,HLAS-SD,1
Median,2021-02-04,0.2270672958271882,HLAS-SD,HLAS-SD,1
IPSOS,2021-02-04,0.2270672958271882,HLAS-SD,HLAS-SD,1
NMS,2021-02-04,0.2270672958271882,HLAS-SD,HLAS-SD,1
voľby,2021-02-04,0.04646188006661449,KDH,KDH,1
FOCUS,2021-02-04,0.04646188006661449,KDH,KDH,1
Polis,2021-02-04,0.04646188006661449,KDH,KDH,1
AKO,2021-02-04,0.04646188006661449,KDH,KDH,1
Actly,2021-02-04,0.04646188006661449,KDH,KDH,1
Median,2021-02-04,0.04646188006661449,KDH,KDH,1
IPSOS,2021-02-04,0.04646188006661449,KDH,KDH,1
NMS,2021-02-04,0.04646188006661449,KDH,KDH,1
voľby,2021-02-04,0.0665655996195487,Kotleba-ĽSNS,Kotleba-ĽSNS,1
FOCUS,2021-02-04,0.0665655996195487,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Polis,2021-02-04,0.0665655996195487,Kotleba-ĽSNS,Kotleba-ĽSNS,1
AKO,2021-02-04,0.0665655996195487,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Actly,2021-02-04,0.0665655996195487,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Median,2021-02-04,0.0665655996195487,Kotleba-ĽSNS,Kotleba-ĽSNS,1
IPSOS,2021-02-04,0.0665655996195487,Kotleba-ĽSNS,Kotleba-ĽSNS,1
NMS,2021-02-04,0.0665655996195487,Kotleba-ĽSNS,Kotleba-ĽSNS,1
voľby,2021-02-04,0.12724682283292998,OĽaNO,OĽaNO,1
FOCUS,2021-02-04,0.12724682283292998,OĽaNO,OĽaNO,1
Polis,2021-02-04,0.12724682283292998,OĽaNO,OĽaNO,1
AKO,2021-02-04,0.12724682283292998,OĽaNO,OĽaNO,1
Actly,2021-02-04,0.12724682283292998,OĽaNO,OĽaNO,1
Median,2021-02-04,0.12724682283292998,OĽaNO,OĽaNO,1
IPSOS,2021-02-04,0.12724682283292998,OĽaNO,OĽaNO,1
NMS,2021-02-04,0.12724682283292998,OĽaNO,OĽaNO,1
voľby,2021-02-04,0.06332947858393695,PS,PS,1
FOCUS,2021-02-04,0.06332947858393695,PS,PS,1
Polis,2021-02-04,0.06332947858393695,PS,PS,1
AKO,2021-02-04,0.06332947858393695,PS,PS,1
Actly,2021-02-04,0.06332947858393695,PS,PS,1
Median,2021-02-04,0.06332947858393695,PS,PS,1
IPSOS,2021-02-04,0.06332947858393695,PS,PS,1
NMS,2021-02-04,0.06332947858393695,PS,PS,1
voľby,2021-02-04,,Republika,Republika,1
FOCUS,2021-02-04,,Republika,Republika,1
Polis,2021-02-04,,Republika,Republika,1
AKO,2021-02-04,,Republika,Republika,1
Actly,2021-02-04,,Republika,Republika,1
Median,2021-02-04,,Republika,Republika,1
IPSOS,2021-02-04,,Republika,Republika,1
NMS,2021-02-04,,Republika,Republika,1
voľby,2021-02-04,0.056743274139520544,SME Rodina,SME Rodina,1
FOCUS,2021-02-04,0.056743274139520544,SME Rodina,SME Rodina,1
Polis,2021-02-04,0.056743274139520544,SME Rodina,SME Rodina,1
AKO,2021-02-04,0.056743274139520544,SME Rodina,SME Rodina,1
Actly,2021-02-04,0.056743274139520544,SME Rodina,SME Rodina,1
Median,2021-02-04,0.056743274139520544,SME Rodina,SME Rodina,1
IPSOS,2021-02-04,0.056743274139520544,SME Rodina,SME Rodina,1
NMS,2021-02-04,0.056743274139520544,SME Rodina,SME Rodina,1
voľby,2021-02-04,0.08951151271856725,SMER-SD,SMER-SD,1
FOCUS,2021-02-04,0.08951151271856725,SMER-SD,SMER-SD,1
Polis,2021-02-04,0.08951151271856725,SMER-SD,SMER-SD,1
AKO,2021-02-04,0.08951151271856725,SMER-SD,SMER-SD,1
Actly,2021-02-04,0.08951151271856725,SMER-SD,SMER-SD,1
Median,2021-02-04,0.08951151271856725,SMER-SD,SMER-SD,1
IPSOS,2021-02-04,0.08951151271856725,SMER-SD,SMER-SD,1
NMS,2021-02-04,0.08951151271856725,SMER-SD,SMER-SD,1
voľby,2021-02-04,0.021427641867251507,SNS,SNS,1
FOCUS,2021-02-04,0.021427641867251507,SNS,SNS,1
Polis,2021-02-04,0.021427641867251507,SNS,SNS,1
AKO,2021-02-04,0.021427641867251507,SNS,SNS,1
Actly,2021-02-04,0.021427641867251507,SNS,SNS,1
Median,2021-02-04,0.021427641867251507,SNS,SNS,1
IPSOS,2021-02-04,0.021427641867251507,SNS,SNS,1
NMS,2021-02-04,0.021427641867251507,SNS,SNS,1
voľby,2021-02-04,0.13602414774104496,SaS,SaS,1
FOCUS,2021-02-04,0.13602414774104496,SaS,SaS,1
Polis,2021-02-04,0.13602414774104496,SaS,SaS,1
AKO,2021-02-04,0.13602414774104496,SaS,SaS,1
Actly,2021-02-04,0.13602414774104496,SaS,SaS,1
Median,2021-02-04,0.13602414774104496,SaS,SaS,1
IPSOS,2021-02-04,0.13602414774104496,SaS,SaS,1
NMS,2021-02-04,0.13602414774104496,SaS,SaS,1
voľby,2021-02-04,0.04780813159072483,Za ľudí,Za ľudí,1
FOCUS,2021-02-04,0.04780813159072483,Za ľudí,Za ľudí,1
Polis,2021-02-04,0.04780813159072483,Za ľudí,Za ľudí,1
AKO,2021-02-04,0.04780813159072483,Za ľudí,Za ľudí,1
Actly,2021-02-04,0.04780813159072483,Za ľudí,Za ľudí,1
Median,2021-02-04,0.04780813159072483,Za ľudí,Za ľudí,1
IPSOS,2021-02-04,0.04780813159072483,Za ľudí,Za ľudí,1
NMS,2021-02-04,0.04780813159072483,Za ľudí,Za ľudí,1
voľby,2021-02-09,0.035297247993272635,Aliancia,Aliancia,1
FOCUS,2021-02-09,0.035297247993272635,Aliancia,Aliancia,1
Polis,2021-02-09,0.035297247993272635,Aliancia,Aliancia,1
AKO,2021-02-09,0.035297247993272635,Aliancia,Aliancia,1
Actly,2021-02-09,0.035297247993272635,Aliancia,Aliancia,1
Median,2021-02-09,0.035297247993272635,Aliancia,Aliancia,1
IPSOS,2021-02-09,0.035297247993272635,Aliancia,Aliancia,1
NMS,2021-02-09,0.035297247993272635,Aliancia,Aliancia,1
voľby,2021-02-09,0.006985548770000998,Demokrati,Demokrati,1
FOCUS,2021-02-09,0.006985548770000998,Demokrati,Demokrati,1
Polis,2021-02-09,0.006985548770000998,Demokrati,Demokrati,1
AKO,2021-02-09,0.006985548770000998,Demokrati,Demokrati,1
Actly,2021-02-09,0.006985548770000998,Demokrati,Demokrati,1
Median,2021-02-09,0.006985548770000998,Demokrati,Demokrati,1
IPSOS,2021-02-09,0.006985548770000998,Demokrati,Demokrati,1
NMS,2021-02-09,0.006985548770000998,Demokrati,Demokrati,1
voľby,2021-02-09,0.22868332537497885,HLAS-SD,HLAS-SD,1
FOCUS,2021-02-09,0.22868332537497885,HLAS-SD,HLAS-SD,1
Polis,2021-02-09,0.22868332537497885,HLAS-SD,HLAS-SD,1
AKO,2021-02-09,0.22868332537497885,HLAS-SD,HLAS-SD,1
Actly,2021-02-09,0.22868332537497885,HLAS-SD,HLAS-SD,1
Median,2021-02-09,0.22868332537497885,HLAS-SD,HLAS-SD,1
IPSOS,2021-02-09,0.22868332537497885,HLAS-SD,HLAS-SD,1
NMS,2021-02-09,0.22868332537497885,HLAS-SD,HLAS-SD,1
voľby,2021-02-09,0.047024006253528296,KDH,KDH,1
FOCUS,2021-02-09,0.047024006253528296,KDH,KDH,1
Polis,2021-02-09,0.047024006253528296,KDH,KDH,1
AKO,2021-02-09,0.047024006253528296,KDH,KDH,1
Actly,2021-02-09,0.047024006253528296,KDH,KDH,1
Median,2021-02-09,0.047024006253528296,KDH,KDH,1
IPSOS,2021-02-09,0.047024006253528296,KDH,KDH,1
NMS,2021-02-09,0.047024006253528296,KDH,KDH,1
voľby,2021-02-09,0.06367553871138718,Kotleba-ĽSNS,Kotleba-ĽSNS,1
FOCUS,2021-02-09,0.06367553871138718,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Polis,2021-02-09,0.06367553871138718,Kotleba-ĽSNS,Kotleba-ĽSNS,1
AKO,2021-02-09,0.06367553871138718,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Actly,2021-02-09,0.06367553871138718,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Median,2021-02-09,0.06367553871138718,Kotleba-ĽSNS,Kotleba-ĽSNS,1
IPSOS,2021-02-09,0.06367553871138718,Kotleba-ĽSNS,Kotleba-ĽSNS,1
NMS,2021-02-09,0.06367553871138718,Kotleba-ĽSNS,Kotleba-ĽSNS,1
voľby,2021-02-09,0.1260023955501126,OĽaNO,OĽaNO,1
FOCUS,2021-02-09,0.1260023955501126,OĽaNO,OĽaNO,1
Polis,2021-02-09,0.1260023955501126,OĽaNO,OĽaNO,1
AKO,2021-02-09,0.1260023955501126,OĽaNO,OĽaNO,1
Actly,2021-02-09,0.1260023955501126,OĽaNO,OĽaNO,1
Median,2021-02-09,0.1260023955501126,OĽaNO,OĽaNO,1
IPSOS,2021-02-09,0.1260023955501126,OĽaNO,OĽaNO,1
NMS,2021-02-09,0.1260023955501126,OĽaNO,OĽaNO,1
voľby,2021-02-09,0.06448195100684616,PS,PS,1
FOCUS,2021-02-09,0.06448195100684616,PS,PS,1
Polis,2021-02-09,0.06448195100684616,PS,PS,1
AKO,2021-02-09,0.06448195100684616,PS,PS,1
Actly,2021-02-09,0.06448195100684616,PS,PS,1
Median,2021-02-09,0.06448195100684616,PS,PS,1
IPSOS,2021-02-09,0.06448195100684616,PS,PS,1
NMS,2021-02-09,0.06448195100684616,PS,PS,1
voľby,2021-02-09,,Republika,Republika,1
FOCUS,2021-02-09,,Republika,Republika,1
Polis,2021-02-09,,Republika,Republika,1
AKO,2021-02-09,,Republika,Republika,1
Actly,2021-02-09,,Republika,Republika,1
Median,2021-02-09,,Republika,Republika,1
IPSOS,2021-02-09,,Republika,Republika,1
NMS,2021-02-09,,Republika,Republika,1
voľby,2021-02-09,0.057080871955698415,SME Rodina,SME Rodina,1
FOCUS,2021-02-09,0.057080871955698415,SME Rodina,SME Rodina,1
Polis,2021-02-09,0.057080871955698415,SME Rodina,SME Rodina,1
AKO,2021-02-09,0.057080871955698415,SME Rodina,SME Rodina,1
Actly,2021-02-09,0.057080871955698415,SME Rodina,SME Rodina,1
Median,2021-02-09,0.057080871955698415,SME Rodina,SME Rodina,1
IPSOS,2021-02-09,0.057080871955698415,SME Rodina,SME Rodina,1
NMS,2021-02-09,0.057080871955698415,SME Rodina,SME Rodina,1
voľby,2021-02-09,0.08985499623577643,SMER-SD,SMER-SD,1
FOCUS,2021-02-09,0.08985499623577643,SMER-SD,SMER-SD,1
Polis,2021-02-09,0.08985499623577643,SMER-SD,SMER-SD,1
AKO,2021-02-09,0.08985499623577643,SMER-SD,SMER-SD,1
Actly,2021-02-09,0.08985499623577643,SMER-SD,SMER-SD,1
Median,2021-02-09,0.08985499623577643,SMER-SD,SMER-SD,1
IPSOS,2021-02-09,0.08985499623577643,SMER-SD,SMER-SD,1
NMS,2021-02-09,0.08985499623577643,SMER-SD,SMER-SD,1
voľby,2021-02-09,0.022212423004868927,SNS,SNS,1
FOCUS,2021-02-09,0.022212423004868927,SNS,SNS,1
Polis,2021-02-09,0.022212423004868927,SNS,SNS,1
AKO,2021-02-09,0.022212423004868927,SNS,SNS,1
Actly,2021-02-09,0.022212423004868927,SNS,SNS,1
Median,2021-02-09,0.022212423004868927,SNS,SNS,1
IPSOS,2021-02-09,0.022212423004868927,SNS,SNS,1
NMS,2021-02-09,0.022212423004868927,SNS,SNS,1
voľby,2021-02-09,0.13608510102162788,SaS,SaS,1
FOCUS,2021-02-09,0.13608510102162788,SaS,SaS,1
Polis,2021-02-09,0.13608510102162788,SaS,SaS,1
AKO,2021-02-09,0.13608510102162788,SaS,SaS,1
Actly,2021-02-09,0.13608510102162788,SaS,SaS,1
Median,2021-02-09,0.13608510102162788,SaS,SaS,1
IPSOS,2021-02-09,0.13608510102162788,SaS,SaS,1
NMS,2021-02-09,0.13608510102162788,SaS,SaS,1
voľby,2021-02-09,0.047938671494940174,Za ľudí,Za ľudí,1
FOCUS,2021-02-09,0.047938671494940174,Za ľudí,Za ľudí,1
Polis,2021-02-09,0.047938671494940174,Za ľudí,Za ľudí,1
AKO,2021-02-09,0.047938671494940174,Za ľudí,Za ľudí,1
Actly,2021-02-09,0.047938671494940174,Za ľudí,Za ľudí,1
Median,2021-02-09,0.047938671494940174,Za ľudí,Za ľudí,1
IPSOS,2021-02-09,0.047938671494940174,Za ľudí,Za ľudí,1
NMS,2021-02-09,0.047938671494940174,Za ľudí,Za ľudí,1
voľby,2021-02-20,0.034895497448994076,Aliancia,Aliancia,1
FOCUS,2021-02-20,0.034895497448994076,Aliancia,Aliancia,1
Polis,2021-02-20,0.034895497448994076,Aliancia,Aliancia,1
AKO,2021-02-20,0.034895497448994076,Aliancia,Aliancia,1
Actly,2021-02-20,0.034895497448994076,Aliancia,Aliancia,1
Median,2021-02-20,0.034895497448994076,Aliancia,Aliancia,1
IPSOS,2021-02-20,0.034895497448994076,Aliancia,Aliancia,1
NMS,2021-02-20,0.034895497448994076,Aliancia,Aliancia,1
voľby,2021-02-20,0.006975546766346861,Demokrati,Demokrati,1
FOCUS,2021-02-20,0.006975546766346861,Demokrati,Demokrati,1
Polis,2021-02-20,0.006975546766346861,Demokrati,Demokrati,1
AKO,2021-02-20,0.006975546766346861,Demokrati,Demokrati,1
Actly,2021-02-20,0.006975546766346861,Demokrati,Demokrati,1
Median,2021-02-20,0.006975546766346861,Demokrati,Demokrati,1
IPSOS,2021-02-20,0.006975546766346861,Demokrati,Demokrati,1
NMS,2021-02-20,0.006975546766346861,Demokrati,Demokrati,1
voľby,2021-02-20,0.22970161239408288,HLAS-SD,HLAS-SD,1
FOCUS,2021-02-20,0.22970161239408288,HLAS-SD,HLAS-SD,1
Polis,2021-02-20,0.22970161239408288,HLAS-SD,HLAS-SD,1
AKO,2021-02-20,0.22970161239408288,HLAS-SD,HLAS-SD,1
Actly,2021-02-20,0.22970161239408288,HLAS-SD,HLAS-SD,1
Median,2021-02-20,0.22970161239408288,HLAS-SD,HLAS-SD,1
IPSOS,2021-02-20,0.22970161239408288,HLAS-SD,HLAS-SD,1
NMS,2021-02-20,0.22970161239408288,HLAS-SD,HLAS-SD,1
voľby,2021-02-20,0.04814924816671215,KDH,KDH,1
FOCUS,2021-02-20,0.04814924816671215,KDH,KDH,1
Polis,2021-02-20,0.04814924816671215,KDH,KDH,1
AKO,2021-02-20,0.04814924816671215,KDH,KDH,1
Actly,2021-02-20,0.04814924816671215,KDH,KDH,1
Median,2021-02-20,0.04814924816671215,KDH,KDH,1
IPSOS,2021-02-20,0.04814924816671215,KDH,KDH,1
NMS,2021-02-20,0.04814924816671215,KDH,KDH,1
voľby,2021-02-20,0.060089987227017444,Kotleba-ĽSNS,Kotleba-ĽSNS,1
FOCUS,2021-02-20,0.060089987227017444,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Polis,2021-02-20,0.060089987227017444,Kotleba-ĽSNS,Kotleba-ĽSNS,1
AKO,2021-02-20,0.060089987227017444,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Actly,2021-02-20,0.060089987227017444,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Median,2021-02-20,0.060089987227017444,Kotleba-ĽSNS,Kotleba-ĽSNS,1
IPSOS,2021-02-20,0.060089987227017444,Kotleba-ĽSNS,Kotleba-ĽSNS,1
NMS,2021-02-20,0.060089987227017444,Kotleba-ĽSNS,Kotleba-ĽSNS,1
voľby,2021-02-20,0.12119038863872392,OĽaNO,OĽaNO,1
FOCUS,2021-02-20,0.12119038863872392,OĽaNO,OĽaNO,1
Polis,2021-02-20,0.12119038863872392,OĽaNO,OĽaNO,1
AKO,2021-02-20,0.12119038863872392,OĽaNO,OĽaNO,1
Actly,2021-02-20,0.12119038863872392,OĽaNO,OĽaNO,1
Median,2021-02-20,0.12119038863872392,OĽaNO,OĽaNO,1
IPSOS,2021-02-20,0.12119038863872392,OĽaNO,OĽaNO,1
NMS,2021-02-20,0.12119038863872392,OĽaNO,OĽaNO,1
voľby,2021-02-20,0.06629744903936365,PS,PS,1
FOCUS,2021-02-20,0.06629744903936365,PS,PS,1
Polis,2021-02-20,0.06629744903936365,PS,PS,1
AKO,2021-02-20,0.06629744903936365,PS,PS,1
Actly,2021-02-20,0.06629744903936365,PS,PS,1
Median,2021-02-20,0.06629744903936365,PS,PS,1
IPSOS,2021-02-20,0.06629744903936365,PS,PS,1
NMS,2021-02-20,0.06629744903936365,PS,PS,1
voľby,2021-02-20,,Republika,Republika,1
FOCUS,2021-02-20,,Republika,Republika,1
Polis,2021-02-20,,Republika,Republika,1
AKO,2021-02-20,,Republika,Republika,1
Actly,2021-02-20,,Republika,Republika,1
Median,2021-02-20,,Republika,Republika,1
IPSOS,2021-02-20,,Republika,Republika,1
NMS,2021-02-20,,Republika,Republika,1
voľby,2021-02-20,0.058786944619565545,SME Rodina,SME Rodina,1
FOCUS,2021-02-20,0.058786944619565545,SME Rodina,SME Rodina,1
Polis,2021-02-20,0.058786944619565545,SME Rodina,SME Rodina,1
AKO,2021-02-20,0.058786944619565545,SME Rodina,SME Rodina,1
Actly,2021-02-20,0.058786944619565545,SME Rodina,SME Rodina,1
Median,2021-02-20,0.058786944619565545,SME Rodina,SME Rodina,1
IPSOS,2021-02-20,0.058786944619565545,SME Rodina,SME Rodina,1
NMS,2021-02-20,0.058786944619565545,SME Rodina,SME Rodina,1
voľby,2021-02-20,0.09140199887049248,SMER-SD,SMER-SD,1
FOCUS,2021-02-20,0.09140199887049248,SMER-SD,SMER-SD,1
Polis,2021-02-20,0.09140199887049248,SMER-SD,SMER-SD,1
AKO,2021-02-20,0.09140199887049248,SMER-SD,SMER-SD,1
Actly,2021-02-20,0.09140199887049248,SMER-SD,SMER-SD,1
Median,2021-02-20,0.09140199887049248,SMER-SD,SMER-SD,1
IPSOS,2021-02-20,0.09140199887049248,SMER-SD,SMER-SD,1
NMS,2021-02-20,0.09140199887049248,SMER-SD,SMER-SD,1
voľby,2021-02-20,0.024062796924355603,SNS,SNS,1
FOCUS,2021-02-20,0.024062796924355603,SNS,SNS,1
Polis,2021-02-20,0.024062796924355603,SNS,SNS,1
AKO,2021-02-20,0.024062796924355603,SNS,SNS,1
Actly,2021-02-20,0.024062796924355603,SNS,SNS,1
Median,2021-02-20,0.024062796924355603,SNS,SNS,1
IPSOS,2021-02-20,0.024062796924355603,SNS,SNS,1
NMS,2021-02-20,0.024062796924355603,SNS,SNS,1
voľby,2021-02-20,0.13412309681363405,SaS,SaS,1
FOCUS,2021-02-20,0.13412309681363405,SaS,SaS,1
Polis,2021-02-20,0.13412309681363405,SaS,SaS,1
AKO,2021-02-20,0.13412309681363405,SaS,SaS,1
Actly,2021-02-20,0.13412309681363405,SaS,SaS,1
Median,2021-02-20,0.13412309681363405,SaS,SaS,1
IPSOS,2021-02-20,0.13412309681363405,SaS,SaS,1
NMS,2021-02-20,0.13412309681363405,SaS,SaS,1
voľby,2021-02-20,0.04740575603420597,Za ľudí,Za ľudí,1
FOCUS,2021-02-20,0.04740575603420597,Za ľudí,Za ľudí,1
Polis,2021-02-20,0.04740575603420597,Za ľudí,Za ľudí,1
AKO,2021-02-20,0.04740575603420597,Za ľudí,Za ľudí,1
Actly,2021-02-20,0.04740575603420597,Za ľudí,Za ľudí,1
Median,2021-02-20,0.04740575603420597,Za ľudí,Za ľudí,1
IPSOS,2021-02-20,0.04740575603420597,Za ľudí,Za ľudí,1
NMS,2021-02-20,0.04740575603420597,Za ľudí,Za ľudí,1
voľby,2021-03-10,0.034046168455139546,Aliancia,Aliancia,1
FOCUS,2021-03-10,0.034046168455139546,Aliancia,Aliancia,1
Polis,2021-03-10,0.034046168455139546,Aliancia,Aliancia,1
AKO,2021-03-10,0.034046168455139546,Aliancia,Aliancia,1
Actly,2021-03-10,0.034046168455139546,Aliancia,Aliancia,1
Median,2021-03-10,0.034046168455139546,Aliancia,Aliancia,1
IPSOS,2021-03-10,0.034046168455139546,Aliancia,Aliancia,1
NMS,2021-03-10,0.034046168455139546,Aliancia,Aliancia,1
voľby,2021-03-10,0.007214338546419703,Demokrati,Demokrati,1
FOCUS,2021-03-10,0.007214338546419703,Demokrati,Demokrati,1
Polis,2021-03-10,0.007214338546419703,Demokrati,Demokrati,1
AKO,2021-03-10,0.007214338546419703,Demokrati,Demokrati,1
Actly,2021-03-10,0.007214338546419703,Demokrati,Demokrati,1
Median,2021-03-10,0.007214338546419703,Demokrati,Demokrati,1
IPSOS,2021-03-10,0.007214338546419703,Demokrati,Demokrati,1
NMS,2021-03-10,0.007214338546419703,Demokrati,Demokrati,1
voľby,2021-03-10,0.23170465959992315,HLAS-SD,HLAS-SD,1
FOCUS,2021-03-10,0.23170465959992315,HLAS-SD,HLAS-SD,1
Polis,2021-03-10,0.23170465959992315,HLAS-SD,HLAS-SD,1
AKO,2021-03-10,0.23170465959992315,HLAS-SD,HLAS-SD,1
Actly,2021-03-10,0.23170465959992315,HLAS-SD,HLAS-SD,1
Median,2021-03-10,0.23170465959992315,HLAS-SD,HLAS-SD,1
IPSOS,2021-03-10,0.23170465959992315,HLAS-SD,HLAS-SD,1
NMS,2021-03-10,0.23170465959992315,HLAS-SD,HLAS-SD,1
voľby,2021-03-10,0.05022422506582983,KDH,KDH,1
FOCUS,2021-03-10,0.05022422506582983,KDH,KDH,1
Polis,2021-03-10,0.05022422506582983,KDH,KDH,1
AKO,2021-03-10,0.05022422506582983,KDH,KDH,1
Actly,2021-03-10,0.05022422506582983,KDH,KDH,1
Median,2021-03-10,0.05022422506582983,KDH,KDH,1
IPSOS,2021-03-10,0.05022422506582983,KDH,KDH,1
NMS,2021-03-10,0.05022422506582983,KDH,KDH,1
voľby,2021-03-10,0.051187180381604136,Kotleba-ĽSNS,Kotleba-ĽSNS,1
FOCUS,2021-03-10,0.051187180381604136,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Polis,2021-03-10,0.051187180381604136,Kotleba-ĽSNS,Kotleba-ĽSNS,1
AKO,2021-03-10,0.051187180381604136,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Actly,2021-03-10,0.051187180381604136,Kotleba-ĽSNS,Kotleba-ĽSNS,1
Median,2021-03-10,0.051187180381604136,Kotleba-ĽSNS,Kotleba-ĽSNS,1
IPSOS,2021-03-10,0.051187180381604136,Kotleba-ĽSNS,Kotleba-ĽSNS,1
NMS,2021-03-10,0.051187180381604136,Kotleba-ĽSNS,Kotleba-ĽSNS,1
voľby,2021-03-10,0.11591833131576977,OĽaNO,OĽaNO,1
FOCUS,2021-03-10,0.11591833131576977,OĽaNO,OĽaNO,1
Polis,2021-03-10,0.11591833131576977,OĽaNO,OĽaNO,1
AKO,2021-03-10,0.11591833131576977,OĽaNO,OĽaNO,1
Actly,2021-03-10,0.11591833131576977,OĽaNO,OĽaNO,1
Median,2021-03-10,0.11591833131576977,OĽaNO,OĽaNO,1
IPSOS,2021-03-10,0.11591833131576977,OĽaNO,OĽaNO,1
NMS,2021-03-10,0.11591833131576977,OĽaNO,OĽaNO,1
voľby,2021-03-10,0.06982334576027645,PS,PS,1
